event_id,event_type,city,venue_type,music_genre,target_audience,day_of_week,start_time,ticket_price,capacity,tickets_sold,occupancy_rate,sales_start_days_before,promotion_strategy,main_sales_channel,drinks_included,weather,competing_events,result,business_notes
706,Fiesta techno,Sevilla,Terraza,Reggaeton,Erasmus,Jueves,16:00,21,3000,897,0.3,7,Promoción grupos,WhatsApp,2,Lluvia,1,Resultado flojo,Faltó campaña de urgencia en últimos días
707,Concierto pop,Madrid,Discoteca,Indie,Universitarios,Viernes,20:00,23,1000,541,0.54,10,Campaña Instagram,WhatsApp,0,Soleado,0,Resultado medio,Precio demasiado alto para el público objetivo
708,Festival urbano,Córdoba,Sala de conciertos,Reggaeton,Jóvenes 18-25,Sábado,22:00,28,1200,523,0.44,14,Colaboración con influencers locales,Fourvenues,2,Frío,1,Resultado flojo,Faltó campaña de urgencia en últimos días
709,Fiesta reggaeton,Madrid,Beach club,Pop,Erasmus,Viernes,22:00,15,800,427,0.53,30,Colaboración con influencers locales,Web ticketing,2,Frío,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
710,Concierto pop,Madrid,Terraza,Pop,Universitarios,Domingo,20:00,25,1200,1060,0.88,30,RRPP universitarios,RRPP,2,Calor,1,Buen resultado,La competencia afectó a las ventas
711,Fiesta Erasmus,Málaga,Discoteca,Techno,Jóvenes 18-25,Domingo,16:00,12,1000,959,0.96,10,RRPP universitarios,WhatsApp,0,Nublado,0,Sold out o casi sold out,Ventas lentas al inicio y aceleración final
712,Evento indie,Valencia,Discoteca,Comercial,Jóvenes 18-25,Viernes,18:00,20,400,300,0.75,14,Colaboración con influencers locales,Wegow,2,Lluvia,0,Buen resultado,La competencia afectó a las ventas
713,Fiesta reggaeton,Madrid,Terraza,Comercial,Público general,Jueves,16:00,13,600,480,0.8,7,Sorteo de entradas,Fourvenues,1,Frío,1,Buen resultado,WhatsApp fue el canal más efectivo
714,Festival urbano,Córdoba,Discoteca,Reggaeton,Jóvenes 25-35,Viernes,16:00,30,300,231,0.77,7,Descuento early bird,Wegow,2,Frío,0,Buen resultado,Evento con alta ocupación y buen margen
715,Pool party,Granada,Sala de conciertos,Latino,Jóvenes 25-35,Jueves,20:00,22,400,268,0.67,45,Preventa por tramos,WhatsApp,1,Soleado,0,Resultado medio,Alta conversión por RRPP
716,Fiesta Erasmus,Málaga,Beach club,Latino,Jóvenes 18-25,Domingo,16:00,17,1500,1187,0.79,7,Preventa por tramos,Web ticketing,1,Lluvia,2,Buen resultado,Evento con alta ocupación y buen margen
717,Tardeo universitario,Sevilla,Discoteca,Latino,Universitarios,Viernes,00:00,10,400,400,1.0,45,Promoción grupos,WhatsApp,0,Frío,0,Sold out o casi sold out,Alta conversión por RRPP
718,Tardeo universitario,Valencia,Discoteca,Pop,Universitarios,Jueves,00:00,14,3000,2547,0.85,14,Preventa por tramos,WhatsApp,1,Soleado,1,Buen resultado,Precio demasiado alto para el público objetivo
719,Pool party,Málaga,Sala de conciertos,Pop,Erasmus,Domingo,20:00,23,600,498,0.83,21,Colaboración con influencers locales,Fourvenues,2,Soleado,2,Buen resultado,Faltó campaña de urgencia en últimos días
720,Pool party,Sevilla,Discoteca,Pop,Jóvenes 18-25,Jueves,16:00,25,600,292,0.49,7,Descuento early bird,Wegow,2,Nublado,2,Resultado flojo,WhatsApp fue el canal más efectivo
721,Concierto pop,Málaga,Sala de conciertos,Urbano,Jóvenes 25-35,Viernes,22:00,28,2000,1760,0.88,14,Colaboración con influencers locales,RRPP,2,Lluvia,0,Buen resultado,Faltó campaña de urgencia en últimos días
722,Fiesta techno,Madrid,Discoteca,Techno,Erasmus,Sábado,20:00,16,1200,766,0.64,7,Sorteo de entradas,Web ticketing,0,Calor,2,Resultado medio,Precio demasiado alto para el público objetivo
723,Noche comercial,Valencia,Discoteca,Techno,Jóvenes 25-35,Jueves,20:00,12,800,600,0.75,21,Promoción grupos,Instagram,0,Soleado,1,Buen resultado,WhatsApp fue el canal más efectivo
724,Festival urbano,Málaga,Beach club,Reggaeton,Jóvenes 18-25,Domingo,16:00,30,2000,1441,0.72,7,Campaña Instagram,Instagram,1,Frío,2,Buen resultado,Alta conversión por RRPP
725,Tardeo universitario,Valencia,Recinto exterior,Comercial,Jóvenes 25-35,Viernes,16:00,15,800,613,0.77,30,Comunidad WhatsApp,Instagram,2,Frío,0,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
726,Tardeo universitario,Valencia,Sala de conciertos,Reggaeton,Erasmus,Jueves,22:00,15,400,255,0.64,7,Preventa por tramos,RRPP,0,Calor,1,Resultado medio,Evento con alta ocupación y buen margen
727,Fiesta Erasmus,Córdoba,Discoteca,Techno,Jóvenes 18-25,Domingo,16:00,17,800,395,0.49,30,Campaña Instagram,Instagram,2,Nublado,1,Resultado flojo,Buena respuesta de comunidad universitaria
728,Fiesta techno,Madrid,Beach club,Urbano,Jóvenes 18-25,Viernes,22:00,20,1000,1000,1.0,10,RRPP universitarios,WhatsApp,0,Soleado,0,Sold out o casi sold out,WhatsApp fue el canal más efectivo
729,Evento indie,Málaga,Sala de conciertos,Pop,Universitarios,Viernes,16:00,20,300,211,0.7,10,Preventa por tramos,Wegow,2,Lluvia,1,Buen resultado,Buena respuesta de comunidad universitaria
730,Noche comercial,Valencia,Terraza,Latino,Erasmus,Viernes,20:00,17,1000,787,0.79,21,RRPP universitarios,RRPP,2,Soleado,1,Buen resultado,La competencia afectó a las ventas
731,Pool party,Granada,Terraza,Urbano,Universitarios,Sábado,16:00,22,3000,1364,0.45,7,Comunidad WhatsApp,Fourvenues,2,Lluvia,2,Resultado flojo,La competencia afectó a las ventas
732,Fiesta techno,Córdoba,Sala de conciertos,Comercial,Erasmus,Sábado,22:00,18,1200,986,0.82,10,Colaboración con influencers locales,RRPP,2,Nublado,2,Buen resultado,Promoción por grupos funcionó muy bien
733,Fiesta reggaeton,Granada,Beach club,Urbano,Público general,Viernes,00:00,17,3000,1123,0.37,14,Comunidad WhatsApp,Fourvenues,1,Lluvia,1,Resultado flojo,Buena respuesta de comunidad universitaria
734,Afterwork,Valencia,Terraza,Latino,Público general,Jueves,22:00,7,400,325,0.81,21,Sorteo de entradas,Web ticketing,1,Calor,1,Buen resultado,Precio demasiado alto para el público objetivo
735,Fiesta techno,Madrid,Terraza,Indie,Público general,Viernes,16:00,20,300,143,0.48,7,Comunidad WhatsApp,Web ticketing,1,Lluvia,0,Resultado flojo,Evento con alta ocupación y buen margen
736,Tardeo universitario,Córdoba,Terraza,Reggaeton,Jóvenes 25-35,Sábado,18:00,15,800,639,0.8,45,Preventa por tramos,RRPP,1,Lluvia,0,Buen resultado,La competencia afectó a las ventas
737,Fiesta reggaeton,Valencia,Terraza,Techno,Erasmus,Domingo,22:00,13,1000,918,0.92,45,Promoción grupos,WhatsApp,1,Nublado,0,Sold out o casi sold out,Instagram generó visibilidad pero pocas ventas directas
738,Fiesta reggaeton,Granada,Terraza,Indie,Jóvenes 18-25,Viernes,20:00,15,600,274,0.46,10,Sorteo de entradas,Fourvenues,0,Lluvia,2,Resultado flojo,Promoción por grupos funcionó muy bien
739,Festival urbano,Málaga,Terraza,Indie,Jóvenes 25-35,Viernes,22:00,35,1500,1127,0.75,14,Sorteo de entradas,Web ticketing,2,Soleado,0,Buen resultado,Alta conversión por RRPP
740,Evento indie,Córdoba,Recinto exterior,Urbano,Jóvenes 25-35,Domingo,00:00,21,500,406,0.81,14,Preventa por tramos,Wegow,0,Soleado,1,Buen resultado,Evento con alta ocupación y buen margen
741,Evento indie,Sevilla,Beach club,Indie,Público general,Sábado,16:00,20,300,195,0.65,30,Preventa por tramos,Web ticketing,2,Nublado,1,Resultado medio,Buena respuesta de comunidad universitaria
742,Tardeo universitario,Granada,Discoteca,Pop,Público general,Jueves,16:00,9,300,243,0.81,45,Comunidad WhatsApp,Wegow,1,Frío,2,Buen resultado,La competencia afectó a las ventas
743,Concierto pop,Madrid,Sala de conciertos,Indie,Jóvenes 25-35,Viernes,18:00,30,800,642,0.8,7,Campaña Instagram,Fourvenues,2,Nublado,1,Buen resultado,Evento con alta ocupación y buen margen
744,Fiesta reggaeton,Málaga,Discoteca,Techno,Público general,Jueves,20:00,18,300,229,0.76,21,Promoción grupos,Instagram,1,Nublado,0,Buen resultado,Ventas lentas al inicio y aceleración final
745,Fiesta Erasmus,Córdoba,Sala de conciertos,Latino,Erasmus,Sábado,18:00,17,500,311,0.62,7,Colaboración con influencers locales,Fourvenues,1,Calor,0,Resultado medio,Promoción por grupos funcionó muy bien
746,Afterwork,Valencia,Beach club,Techno,Jóvenes 25-35,Domingo,22:00,15,1000,715,0.71,14,Comunidad WhatsApp,WhatsApp,1,Soleado,2,Buen resultado,Ventas lentas al inicio y aceleración final
747,Fiesta Erasmus,Córdoba,Sala de conciertos,Reggaeton,Jóvenes 18-25,Domingo,22:00,9,800,676,0.84,45,Promoción grupos,Wegow,2,Frío,0,Buen resultado,Evento con alta ocupación y buen margen
748,Tardeo universitario,Granada,Sala de conciertos,Urbano,Jóvenes 25-35,Sábado,16:00,12,600,469,0.78,45,Preventa por tramos,Instagram,2,Lluvia,2,Buen resultado,La competencia afectó a las ventas
749,Fiesta techno,Valencia,Sala de conciertos,Pop,Público general,Sábado,22:00,20,800,646,0.81,7,Colaboración con influencers locales,Fourvenues,2,Nublado,1,Buen resultado,WhatsApp fue el canal más efectivo
750,Pool party,Madrid,Sala de conciertos,Indie,Público general,Sábado,16:00,23,1000,984,0.98,30,RRPP universitarios,Fourvenues,2,Lluvia,2,Sold out o casi sold out,Ventas lentas al inicio y aceleración final
751,Tardeo universitario,Valencia,Sala de conciertos,Techno,Universitarios,Jueves,22:00,9,600,476,0.79,10,Colaboración con influencers locales,Fourvenues,0,Frío,1,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
752,Fiesta reggaeton,Málaga,Beach club,Pop,Universitarios,Jueves,22:00,13,300,151,0.5,14,Promoción grupos,Web ticketing,2,Lluvia,2,Resultado medio,WhatsApp fue el canal más efectivo
753,Fiesta techno,Valencia,Beach club,Indie,Erasmus,Viernes,18:00,16,600,360,0.6,45,Comunidad WhatsApp,Web ticketing,1,Frío,2,Resultado medio,La competencia afectó a las ventas
754,Fiesta reggaeton,Madrid,Discoteca,Comercial,Universitarios,Viernes,22:00,18,3000,2161,0.72,7,Preventa por tramos,Instagram,1,Soleado,1,Buen resultado,La competencia afectó a las ventas
755,Concierto pop,Sevilla,Beach club,Latino,Jóvenes 25-35,Sábado,00:00,27,1500,957,0.64,45,Descuento early bird,Wegow,0,Calor,0,Resultado medio,Ventas lentas al inicio y aceleración final
756,Fiesta reggaeton,Sevilla,Beach club,Pop,Universitarios,Jueves,20:00,12,1000,940,0.94,10,Colaboración con influencers locales,Instagram,2,Soleado,2,Sold out o casi sold out,Faltó campaña de urgencia en últimos días
757,Fiesta Erasmus,Valencia,Terraza,Reggaeton,Erasmus,Sábado,00:00,15,3000,2398,0.8,14,Promoción grupos,Wegow,2,Calor,0,Buen resultado,Buena respuesta de comunidad universitaria
758,Fiesta reggaeton,Madrid,Recinto exterior,Pop,Universitarios,Jueves,16:00,13,300,196,0.65,10,Descuento early bird,Web ticketing,1,Lluvia,0,Resultado medio,Alta conversión por RRPP
759,Concierto pop,Córdoba,Discoteca,Latino,Público general,Jueves,20:00,22,3000,2068,0.69,30,Descuento early bird,RRPP,2,Frío,2,Resultado medio,Precio demasiado alto para el público objetivo
760,Tardeo universitario,Málaga,Discoteca,Urbano,Público general,Viernes,00:00,9,300,236,0.79,7,Descuento early bird,Web ticketing,0,Frío,1,Buen resultado,Promoción por grupos funcionó muy bien
761,Noche comercial,Córdoba,Discoteca,Indie,Jóvenes 25-35,Jueves,00:00,18,1200,489,0.41,10,Sorteo de entradas,Web ticketing,2,Nublado,1,Resultado flojo,Ventas lentas al inicio y aceleración final
762,Evento indie,Granada,Sala de conciertos,Pop,Jóvenes 25-35,Jueves,00:00,20,600,495,0.82,45,Campaña Instagram,Instagram,0,Soleado,2,Buen resultado,La competencia afectó a las ventas
763,Tardeo universitario,Málaga,Sala de conciertos,Latino,Universitarios,Jueves,20:00,12,300,285,0.95,14,Preventa por tramos,Instagram,1,Frío,0,Sold out o casi sold out,Promoción por grupos funcionó muy bien
764,Fiesta techno,Madrid,Recinto exterior,Urbano,Universitarios,Jueves,00:00,16,1000,926,0.93,21,Promoción grupos,WhatsApp,1,Calor,0,Sold out o casi sold out,Alta conversión por RRPP
765,Festival urbano,Valencia,Sala de conciertos,Indie,Jóvenes 18-25,Sábado,00:00,32,3000,1377,0.46,14,Promoción grupos,RRPP,2,Lluvia,1,Resultado flojo,Precio demasiado alto para el público objetivo
766,Concierto pop,Granada,Beach club,Techno,Universitarios,Sábado,20:00,22,1500,1154,0.77,7,RRPP universitarios,RRPP,1,Nublado,2,Buen resultado,Buena respuesta de comunidad universitaria
767,Festival urbano,Madrid,Recinto exterior,Pop,Universitarios,Jueves,22:00,32,1200,590,0.49,21,Comunidad WhatsApp,Wegow,0,Frío,1,Resultado flojo,Promoción por grupos funcionó muy bien
768,Fiesta techno,Valencia,Recinto exterior,Indie,Universitarios,Sábado,20:00,18,1000,428,0.43,30,Preventa por tramos,Wegow,2,Lluvia,0,Resultado flojo,Buena respuesta de comunidad universitaria
769,Noche comercial,Córdoba,Recinto exterior,Latino,Universitarios,Jueves,20:00,18,1200,640,0.53,45,Sorteo de entradas,Fourvenues,1,Lluvia,2,Resultado medio,La competencia afectó a las ventas
770,Fiesta techno,Córdoba,Recinto exterior,Comercial,Erasmus,Viernes,00:00,18,2000,1211,0.61,14,Preventa por tramos,WhatsApp,0,Lluvia,0,Resultado medio,Buena respuesta de comunidad universitaria
771,Festival urbano,Granada,Terraza,Comercial,Jóvenes 18-25,Jueves,16:00,28,800,601,0.75,21,Promoción grupos,WhatsApp,1,Calor,2,Buen resultado,WhatsApp fue el canal más efectivo
772,Pool party,Málaga,Terraza,Urbano,Público general,Viernes,18:00,23,3000,2929,0.98,14,Sorteo de entradas,RRPP,1,Calor,0,Sold out o casi sold out,WhatsApp fue el canal más efectivo
773,Festival urbano,Granada,Terraza,Latino,Jóvenes 25-35,Viernes,00:00,28,300,233,0.78,7,Campaña Instagram,Fourvenues,2,Nublado,0,Buen resultado,Precio demasiado alto para el público objetivo
774,Pool party,Madrid,Terraza,Reggaeton,Público general,Viernes,20:00,23,1000,292,0.29,45,Preventa por tramos,Fourvenues,0,Lluvia,1,Resultado flojo,Promoción por grupos funcionó muy bien
775,Fiesta reggaeton,Málaga,Beach club,Urbano,Universitarios,Jueves,18:00,12,1200,711,0.59,45,Campaña Instagram,Instagram,1,Lluvia,2,Resultado medio,Faltó campaña de urgencia en últimos días
776,Tardeo universitario,Granada,Beach club,Latino,Jóvenes 18-25,Sábado,18:00,9,3000,1002,0.33,10,Sorteo de entradas,Fourvenues,1,Lluvia,1,Resultado flojo,Faltó campaña de urgencia en últimos días
777,Noche comercial,Málaga,Discoteca,Indie,Erasmus,Sábado,18:00,17,500,269,0.54,45,Descuento early bird,Instagram,0,Frío,2,Resultado medio,Ventas lentas al inicio y aceleración final
778,Noche comercial,Madrid,Beach club,Comercial,Público general,Domingo,00:00,18,2000,1456,0.73,21,Promoción grupos,Wegow,1,Soleado,2,Buen resultado,Promoción por grupos funcionó muy bien
779,Festival urbano,Sevilla,Terraza,Techno,Jóvenes 18-25,Viernes,00:00,35,1500,946,0.63,21,Colaboración con influencers locales,WhatsApp,0,Soleado,2,Resultado medio,Alta conversión por RRPP
780,Afterwork,Málaga,Terraza,Comercial,Jóvenes 25-35,Viernes,00:00,8,2000,1674,0.84,21,Colaboración con influencers locales,Web ticketing,0,Nublado,2,Buen resultado,Precio demasiado alto para el público objetivo
781,Festival urbano,Granada,Terraza,Pop,Universitarios,Jueves,16:00,35,1500,1349,0.9,10,Sorteo de entradas,Web ticketing,2,Calor,0,Sold out o casi sold out,WhatsApp fue el canal más efectivo
782,Fiesta techno,Málaga,Recinto exterior,Pop,Público general,Domingo,22:00,15,500,363,0.73,10,Promoción grupos,Instagram,0,Soleado,1,Buen resultado,La competencia afectó a las ventas
783,Fiesta Erasmus,Granada,Sala de conciertos,Urbano,Público general,Viernes,16:00,15,3000,2751,0.92,7,Comunidad WhatsApp,RRPP,2,Lluvia,1,Sold out o casi sold out,Buena respuesta de comunidad universitaria
784,Evento indie,Córdoba,Recinto exterior,Comercial,Jóvenes 25-35,Domingo,00:00,21,3000,1788,0.6,7,Comunidad WhatsApp,Web ticketing,0,Nublado,2,Resultado medio,Buena respuesta de comunidad universitaria
785,Noche comercial,Granada,Recinto exterior,Urbano,Jóvenes 18-25,Domingo,00:00,15,600,354,0.59,21,RRPP universitarios,Wegow,0,Calor,1,Resultado medio,Evento con alta ocupación y buen margen
786,Afterwork,Madrid,Beach club,Latino,Jóvenes 25-35,Sábado,20:00,15,300,121,0.4,45,Descuento early bird,Web ticketing,0,Lluvia,0,Resultado flojo,La competencia afectó a las ventas
787,Noche comercial,Madrid,Terraza,Reggaeton,Jóvenes 18-25,Sábado,00:00,13,1500,621,0.41,10,RRPP universitarios,RRPP,1,Lluvia,1,Resultado flojo,Faltó campaña de urgencia en últimos días
788,Fiesta reggaeton,Sevilla,Terraza,Techno,Universitarios,Viernes,20:00,13,2000,1688,0.84,7,RRPP universitarios,RRPP,2,Calor,0,Buen resultado,Buena respuesta de comunidad universitaria
789,Concierto pop,Granada,Beach club,Urbano,Jóvenes 25-35,Viernes,18:00,27,400,278,0.69,21,Colaboración con influencers locales,WhatsApp,2,Soleado,2,Resultado medio,Ventas lentas al inicio y aceleración final
790,Festival urbano,Valencia,Discoteca,Pop,Universitarios,Viernes,20:00,32,800,710,0.89,45,Promoción grupos,WhatsApp,1,Nublado,2,Buen resultado,Ventas lentas al inicio y aceleración final
791,Tardeo universitario,Córdoba,Discoteca,Comercial,Público general,Sábado,18:00,10,300,222,0.74,10,Campaña Instagram,Wegow,2,Soleado,2,Buen resultado,Promoción por grupos funcionó muy bien
792,Festival urbano,Córdoba,Sala de conciertos,Urbano,Erasmus,Domingo,16:00,35,2000,1254,0.63,45,Comunidad WhatsApp,Instagram,0,Nublado,2,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
793,Pool party,Madrid,Beach club,Techno,Erasmus,Jueves,18:00,18,3000,1423,0.47,45,Sorteo de entradas,Fourvenues,1,Lluvia,2,Resultado flojo,La competencia afectó a las ventas
794,Festival urbano,Sevilla,Terraza,Comercial,Jóvenes 25-35,Domingo,22:00,27,800,244,0.3,10,Sorteo de entradas,Wegow,1,Lluvia,2,Resultado flojo,Faltó campaña de urgencia en últimos días
795,Pool party,Granada,Sala de conciertos,Comercial,Jóvenes 25-35,Jueves,22:00,25,1000,872,0.87,21,RRPP universitarios,Web ticketing,0,Lluvia,2,Buen resultado,WhatsApp fue el canal más efectivo
796,Noche comercial,Córdoba,Sala de conciertos,Reggaeton,Jóvenes 18-25,Sábado,22:00,20,800,524,0.66,14,Campaña Instagram,Web ticketing,1,Soleado,2,Resultado medio,WhatsApp fue el canal más efectivo
797,Fiesta Erasmus,Granada,Discoteca,Pop,Jóvenes 25-35,Viernes,18:00,10,1200,945,0.79,30,Descuento early bird,Fourvenues,1,Soleado,1,Buen resultado,La competencia afectó a las ventas
798,Fiesta reggaeton,Madrid,Beach club,Pop,Erasmus,Jueves,18:00,18,1000,977,0.98,7,Preventa por tramos,Web ticketing,1,Soleado,2,Sold out o casi sold out,La competencia afectó a las ventas
799,Evento indie,Madrid,Sala de conciertos,Techno,Público general,Domingo,16:00,16,1200,920,0.77,30,Campaña Instagram,WhatsApp,1,Nublado,1,Buen resultado,Buena respuesta de comunidad universitaria
800,Tardeo universitario,Madrid,Discoteca,Indie,Jóvenes 25-35,Domingo,16:00,17,600,356,0.59,45,Preventa por tramos,Instagram,0,Lluvia,1,Resultado medio,Faltó campaña de urgencia en últimos días
801,Fiesta Erasmus,Valencia,Recinto exterior,Techno,Jóvenes 18-25,Jueves,00:00,9,1200,1069,0.89,7,Promoción grupos,RRPP,2,Calor,2,Buen resultado,La competencia afectó a las ventas
802,Fiesta techno,Málaga,Beach club,Latino,Jóvenes 25-35,Viernes,20:00,18,300,239,0.8,14,Comunidad WhatsApp,WhatsApp,2,Frío,2,Buen resultado,Ventas lentas al inicio y aceleración final
803,Noche comercial,Córdoba,Recinto exterior,Pop,Jóvenes 25-35,Jueves,16:00,20,800,482,0.6,30,Campaña Instagram,Web ticketing,1,Calor,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
804,Pool party,Valencia,Recinto exterior,Pop,Público general,Jueves,20:00,22,600,413,0.69,14,Colaboración con influencers locales,Instagram,1,Calor,0,Resultado medio,Ventas lentas al inicio y aceleración final
805,Evento indie,Sevilla,Discoteca,Reggaeton,Público general,Viernes,00:00,20,500,434,0.87,30,Campaña Instagram,Web ticketing,0,Calor,0,Buen resultado,La competencia afectó a las ventas
806,Concierto pop,Málaga,Recinto exterior,Pop,Jóvenes 25-35,Sábado,18:00,28,3000,2507,0.84,21,Descuento early bird,Instagram,2,Soleado,1,Buen resultado,Faltó campaña de urgencia en últimos días
807,Afterwork,Córdoba,Beach club,Urbano,Jóvenes 18-25,Viernes,18:00,7,400,319,0.8,21,Descuento early bird,Web ticketing,2,Frío,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
808,Tardeo universitario,Sevilla,Beach club,Comercial,Universitarios,Viernes,18:00,10,1500,1397,0.93,45,Campaña Instagram,Web ticketing,1,Soleado,0,Sold out o casi sold out,WhatsApp fue el canal más efectivo
809,Afterwork,Córdoba,Recinto exterior,Reggaeton,Jóvenes 18-25,Jueves,20:00,10,3000,1725,0.57,30,Sorteo de entradas,WhatsApp,1,Lluvia,2,Resultado medio,Precio demasiado alto para el público objetivo
810,Afterwork,Valencia,Sala de conciertos,Latino,Público general,Sábado,16:00,8,500,438,0.88,30,Comunidad WhatsApp,Web ticketing,1,Frío,0,Buen resultado,WhatsApp fue el canal más efectivo
811,Evento indie,Córdoba,Sala de conciertos,Techno,Jóvenes 25-35,Jueves,00:00,21,400,274,0.69,21,Preventa por tramos,WhatsApp,2,Nublado,0,Resultado medio,Buena respuesta de comunidad universitaria
812,Pool party,Madrid,Sala de conciertos,Reggaeton,Jóvenes 18-25,Viernes,00:00,22,800,691,0.86,30,Descuento early bird,Fourvenues,1,Soleado,0,Buen resultado,Alta conversión por RRPP
813,Fiesta Erasmus,Granada,Beach club,Indie,Erasmus,Jueves,00:00,15,800,450,0.56,7,RRPP universitarios,RRPP,0,Nublado,1,Resultado medio,La competencia afectó a las ventas
814,Fiesta Erasmus,Granada,Beach club,Latino,Público general,Sábado,22:00,9,600,313,0.52,30,Colaboración con influencers locales,Instagram,0,Nublado,0,Resultado medio,Precio demasiado alto para el público objetivo
815,Tardeo universitario,Granada,Discoteca,Reggaeton,Erasmus,Domingo,22:00,9,2000,1420,0.71,10,Sorteo de entradas,Fourvenues,1,Frío,1,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
816,Pool party,Granada,Terraza,Latino,Público general,Sábado,22:00,25,800,751,0.94,10,Promoción grupos,Wegow,2,Nublado,0,Sold out o casi sold out,La competencia afectó a las ventas
817,Pool party,Valencia,Terraza,Comercial,Universitarios,Domingo,18:00,25,1000,456,0.46,21,Descuento early bird,Instagram,1,Soleado,1,Resultado flojo,La competencia afectó a las ventas
818,Fiesta Erasmus,Granada,Sala de conciertos,Comercial,Universitarios,Viernes,20:00,12,3000,1731,0.58,14,Colaboración con influencers locales,WhatsApp,0,Calor,0,Resultado medio,Alta conversión por RRPP
819,Afterwork,Málaga,Beach club,Pop,Universitarios,Sábado,16:00,10,800,422,0.53,45,Colaboración con influencers locales,Web ticketing,2,Soleado,2,Resultado medio,Evento con alta ocupación y buen margen
820,Pool party,Madrid,Recinto exterior,Urbano,Erasmus,Domingo,16:00,25,500,229,0.46,45,Promoción grupos,RRPP,2,Lluvia,0,Resultado flojo,Precio demasiado alto para el público objetivo
821,Fiesta Erasmus,Málaga,Discoteca,Urbano,Universitarios,Sábado,18:00,17,3000,2448,0.82,7,Promoción grupos,Wegow,2,Lluvia,0,Buen resultado,Alta conversión por RRPP
822,Noche comercial,Valencia,Terraza,Indie,Universitarios,Domingo,22:00,13,2000,1166,0.58,45,Sorteo de entradas,Fourvenues,0,Soleado,0,Resultado medio,Precio demasiado alto para el público objetivo
823,Tardeo universitario,Granada,Beach club,Techno,Público general,Domingo,16:00,12,2000,1181,0.59,7,RRPP universitarios,Fourvenues,1,Soleado,1,Resultado medio,Evento con alta ocupación y buen margen
824,Noche comercial,Córdoba,Discoteca,Reggaeton,Universitarios,Viernes,22:00,13,300,188,0.63,7,Promoción grupos,Instagram,2,Lluvia,2,Resultado medio,Alta conversión por RRPP
825,Fiesta reggaeton,Valencia,Sala de conciertos,Pop,Erasmus,Viernes,18:00,15,500,441,0.88,10,Comunidad WhatsApp,RRPP,1,Frío,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
826,Concierto pop,Granada,Sala de conciertos,Techno,Jóvenes 18-25,Sábado,22:00,25,3000,2208,0.74,14,Colaboración con influencers locales,WhatsApp,1,Soleado,1,Buen resultado,La competencia afectó a las ventas
827,Fiesta techno,Málaga,Beach club,Urbano,Erasmus,Viernes,00:00,21,2000,1394,0.7,45,Sorteo de entradas,WhatsApp,1,Lluvia,0,Buen resultado,Ventas lentas al inicio y aceleración final
828,Concierto pop,Granada,Sala de conciertos,Urbano,Jóvenes 18-25,Jueves,00:00,28,1500,909,0.61,14,Promoción grupos,Wegow,0,Nublado,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
829,Tardeo universitario,Granada,Discoteca,Comercial,Jóvenes 18-25,Jueves,00:00,10,400,229,0.57,14,RRPP universitarios,Web ticketing,1,Frío,1,Resultado medio,WhatsApp fue el canal más efectivo
830,Fiesta techno,Málaga,Recinto exterior,Latino,Público general,Domingo,22:00,23,800,560,0.7,14,Sorteo de entradas,Fourvenues,0,Frío,1,Buen resultado,WhatsApp fue el canal más efectivo
831,Festival urbano,Málaga,Sala de conciertos,Latino,Público general,Jueves,00:00,27,3000,2268,0.76,10,Sorteo de entradas,Web ticketing,1,Lluvia,2,Buen resultado,Faltó campaña de urgencia en últimos días
832,Afterwork,Sevilla,Beach club,Latino,Erasmus,Viernes,18:00,12,1000,432,0.43,21,Descuento early bird,RRPP,0,Soleado,1,Resultado flojo,Buena respuesta de comunidad universitaria
833,Concierto pop,Sevilla,Terraza,Pop,Universitarios,Viernes,16:00,23,600,436,0.73,45,Campaña Instagram,Instagram,2,Frío,0,Buen resultado,Alta conversión por RRPP
834,Pool party,Sevilla,Terraza,Reggaeton,Jóvenes 25-35,Domingo,22:00,17,600,248,0.41,21,Campaña Instagram,Web ticketing,2,Frío,1,Resultado flojo,Precio demasiado alto para el público objetivo
835,Evento indie,Granada,Recinto exterior,Indie,Jóvenes 25-35,Jueves,00:00,16,3000,1903,0.63,10,Descuento early bird,Web ticketing,0,Calor,0,Resultado medio,Alta conversión por RRPP
836,Tardeo universitario,Madrid,Beach club,Latino,Jóvenes 25-35,Jueves,18:00,12,600,327,0.55,21,Campaña Instagram,Instagram,0,Frío,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
837,Fiesta Erasmus,Sevilla,Terraza,Pop,Jóvenes 25-35,Domingo,16:00,17,1200,1124,0.94,30,Preventa por tramos,WhatsApp,0,Frío,0,Sold out o casi sold out,WhatsApp fue el canal más efectivo
838,Evento indie,Valencia,Discoteca,Comercial,Jóvenes 25-35,Jueves,22:00,23,1200,630,0.53,21,RRPP universitarios,WhatsApp,2,Nublado,2,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
